candidate_id,age,gender,education_level,university_tier,years_experience,employment_gap_months,technical_skill_score,communication_score,aptitude_test_score,coding_test_score,project_count,github_activity_score,certifications_count,expected_salary,ai_resume_score,ai_bias_score,hired
CAND_00535,36,Female,Bachelor's,Tier 2,2.8,0.0,61.0,89.6,50.3,53.0,6,59.9,0,91400,44.8,35.7,0
CAND_00536,33,Female,Bachelor's,Tier 2,5.0,0.0,63.0,67.7,53.5,45.7,1,43.3,3,86100,29.8,36.8,0
CAND_00537,31,Female,Bachelor's,Tier 2,1.8,0.0,73.3,59.6,63.2,55.9,3,64.2,4,168200,47.1,42.3,0
CAND_00538,26,Male,Master's,Tier 1,5.8,1.7,66.8,85.5,57.7,36.4,6,39.8,6,146100,57.6,69.0,0
CAND_00539,32,Male,Bachelor's,Tier 2,3.7,0.8,69.1,79.1,61.9,45.2,1,39.5,3,147400,33.0,38.2,1
CAND_00540,21,Male,Bachelor's,Tier 2,0.7,0.0,80.3,70.0,55.3,47.3,4,58.2,1,95300,46.0,43.5,0
CAND_00541,27,Non-Binary,Bachelor's,Tier 1,0.4,0.0,65.0,79.7,62.2,41.0,5,56.9,1,107800,44.9,40.8,0
CAND_00542,31,Female,Master's,Tier 2,8.5,8.3,50.7,85.8,51.1,38.1,1,23.1,2,124100,35.9,24.7,0
CAND_00543,32,Male,Master's,Tier 3,5.4,0.0,46.6,79.6,57.1,40.2,5,60.4,1,82900,27.0,41.1,0
CAND_00544,32,Female,Master's,Tier 3,5.6,0.0,88.1,83.8,64.9,58.8,3,53.0,2,158200,37.3,31.2,0
CAND_00545,30,Female,Master's,Tier 3,1.5,0.0,81.0,72.8,72.1,63.4,3,42.0,2,186700,40.7,44.6,1
CAND_00546,28,Male,Bachelor's,Tier 2,0.4,0.9,79.3,80.1,70.0,56.0,2,36.5,2,82700,40.5,43.5,0
CAND_00547,31,Male,Bachelor's,Tier 3,2.6,0.0,61.9,90.2,55.7,38.5,2,26.5,2,86900,33.7,26.2,0
CAND_00548,24,Female,Bachelor's,Tier 3,1.2,0.0,49.3,80.3,46.4,40.1,6,40.7,1,48800,37.0,45.1,0
CAND_00549,24,Female,Bachelor's,Tier 2,0.4,0.0,65.6,82.6,55.1,40.5,6,51.0,3,98600,49.3,50.8,0
CAND_00550,29,Female,Bachelor's,Tier 1,12.1,0.1,69.3,92.8,71.4,56.4,3,46.1,5,204600,44.6,56.5,1
CAND_00551,29,Female,Bachelor's,Tier 2,8.1,2.8,54.4,87.9,46.5,31.4,7,42.6,1,130800,41.4,46.1,0
CAND_00552,21,Female,Bachelor's,Tier 2,1.4,0.0,47.4,97.3,57.7,56.0,2,46.4,1,71800,33.0,34.0,0
CAND_00553,31,Female,PhD,Tier 2,2.7,0.0,45.1,74.2,36.5,47.4,4,23.3,4,80600,35.3,31.0,0
CAND_00554,32,Female,Master's,Tier 2,2.4,4.5,76.9,76.6,52.7,45.6,5,51.9,1,112700,39.8,32.4,0
CAND_00555,28,Female,Master's,Tier 3,3.4,0.0,51.1,86.4,43.6,34.3,6,53.6,3,104700,43.1,30.8,0
CAND_00556,40,Male,Master's,Tier 2,8.1,0.0,73.3,92.9,61.8,47.4,5,55.5,1,138400,38.9,33.1,1
CAND_00557,25,Male,Bachelor's,Tier 1,1.4,0.0,66.1,71.5,48.5,42.7,3,66.7,2,89400,46.3,53.6,1
CAND_00558,27,Male,Master's,Tier 3,4.7,0.0,76.3,81.1,57.2,62.1,6,67.2,1,80700,41.8,32.8,1
CAND_00559,27,Female,Bachelor's,Tier 2,1.9,0.0,72.4,61.7,49.3,56.4,2,28.7,0,122600,31.2,25.9,0
CAND_00560,28,Female,Master's,Tier 3,1.2,3.9,64.8,70.5,53.1,40.8,7,64.6,1,95000,39.6,35.4,0
CAND_00561,27,Female,Bachelor's,Tier 1,4.7,0.0,72.9,73.1,53.6,47.8,2,29.0,3,87900,48.2,51.3,0
CAND_00562,21,Male,PhD,Tier 3,0.0,2.1,66.5,84.9,54.5,54.0,3,61.4,0,107800,39.2,39.0,0
CAND_00563,26,Male,Bachelor's,Tier 1,0.1,0.8,63.6,88.8,73.6,36.6,0,4.8,3,109000,42.1,41.3,0
CAND_00564,28,Male,Bachelor's,Tier 2,1.4,2.6,82.7,72.0,59.5,62.5,4,49.4,1,90200,47.5,47.4,0
CAND_00565,35,Male,PhD,Tier 1,4.1,1.4,66.6,64.4,40.3,40.8,7,64.0,0,98500,32.4,33.6,0
CAND_00566,40,Female,Bachelor's,Tier 3,9.5,0.0,66.8,50.4,53.2,54.0,7,46.2,0,174700,30.7,27.5,0
CAND_00567,35,Male,Master's,Tier 3,2.8,0.0,48.2,76.8,46.1,30.3,7,69.0,1,77100,38.0,32.7,0
CAND_00568,25,Male,Master's,Tier 2,1.9,0.0,73.6,94.4,61.0,53.0,5,71.0,4,56700,54.7,68.8,1
CAND_00569,25,Female,Master's,Tier 3,3.6,0.0,59.5,86.9,51.4,38.9,1,28.7,1,97600,34.5,30.0,0
CAND_00570,28,Male,PhD,Tier 2,4.2,0.0,63.3,96.0,65.4,56.5,6,51.7,0,114900,44.7,52.0,0
CAND_00571,37,Male,PhD,Tier 2,8.6,2.6,56.8,91.5,59.3,48.2,9,55.6,4,134900,49.6,41.3,1
CAND_00572,28,Female,Bachelor's,Tier 3,2.9,0.4,66.3,68.3,50.3,50.0,2,48.1,1,80500,42.2,41.2,0
CAND_00573,22,Male,Master's,Tier 2,0.1,1.4,40.7,68.7,43.9,36.5,6,47.4,0,72800,36.5,44.7,0
CAND_00574,26,Female,Master's,Tier 2,8.0,8.3,79.9,78.4,64.7,61.0,6,47.0,6,173700,52.5,57.3,1
CAND_00575,32,Female,Master's,Tier 3,3.1,5.4,67.5,86.9,62.7,42.8,4,74.6,2,60600,45.1,39.1,0
CAND_00576,32,Female,Bachelor's,Tier 3,2.8,0.0,61.5,70.5,46.7,35.9,3,64.6,2,105700,38.8,39.2,0
CAND_00577,27,Male,Master's,Tier 3,1.2,1.1,46.3,71.5,50.5,33.9,4,67.9,4,98000,23.6,27.6,0
CAND_00578,32,Female,PhD,Tier 3,2.6,0.3,74.1,75.1,54.3,55.3,5,36.9,1,102500,35.8,33.1,0
CAND_00579,21,Male,PhD,Tier 1,8.0,0.0,59.6,58.6,47.6,40.8,5,65.1,3,105000,44.3,45.8,0
CAND_00580,29,Male,Bachelor's,Tier 3,11.5,0.9,86.3,86.2,66.8,51.5,6,68.0,4,217600,56.0,50.8,1
CAND_00581,33,Male,Bachelor's,Tier 2,7.9,7.0,77.0,85.5,64.9,57.5,6,66.4,4,185900,53.4,52.4,0
CAND_00582,24,Non-Binary,Bachelor's,Tier 3,3.9,8.0,89.5,75.3,74.2,68.1,1,28.9,1,92100,41.1,47.0,0
CAND_00583,24,Male,Master's,Tier 2,0.4,4.2,69.8,84.8,61.9,62.5,7,51.1,2,88100,43.1,47.3,1
CAND_00584,21,Male,Master's,Tier 2,0.2,1.1,84.5,85.9,73.9,59.1,3,43.9,2,80000,43.2,45.7,1
CAND_00585,36,Female,Bachelor's,Tier 2,2.9,0.0,76.8,87.5,66.4,44.1,2,45.4,3,89600,36.8,24.3,0
CAND_00586,25,Male,Bachelor's,Tier 2,1.9,2.3,63.7,92.0,72.2,46.5,3,41.3,0,88700,41.8,46.4,1
CAND_00587,30,Male,Bachelor's,Tier 1,1.4,2.6,76.3,86.1,67.4,56.1,3,48.8,3,137600,45.1,46.4,1
CAND_00588,32,Male,Bachelor's,Tier 3,5.2,1.4,56.3,54.1,35.8,34.9,7,53.6,3,116300,34.3,34.6,0
CAND_00589,36,Male,PhD,Tier 3,4.2,2.9,97.0,79.7,65.9,65.0,6,57.0,1,150400,50.3,60.2,1
CAND_00590,28,Male,Master's,Tier 1,4.3,3.4,72.4,79.4,56.1,60.2,1,42.9,0,223300,44.6,37.3,1
CAND_00591,26,Male,Bachelor's,Tier 3,0.9,0.0,68.4,76.8,55.9,46.7,9,72.2,0,64000,47.5,45.5,1
CAND_00592,29,Female,Bachelor's,Tier 2,0.7,1.7,74.5,84.7,59.2,52.2,4,53.3,3,79900,46.9,49.3,1
CAND_00593,35,Male,Bachelor's,Tier 2,3.3,3.9,53.2,56.5,35.2,28.6,5,60.6,3,90900,34.5,31.0,0
CAND_00594,28,Male,PhD,Tier 2,4.5,0.1,85.7,47.2,54.7,62.6,3,49.8,3,124600,42.4,43.3,0
CAND_00595,24,Female,Bachelor's,Tier 3,3.6,2.9,53.6,66.0,34.4,32.0,5,51.8,1,85600,36.0,27.6,0
CAND_00596,21,Male,Bachelor's,Tier 3,2.3,0.7,50.5,90.3,64.7,29.3,4,46.9,3,102300,36.5,32.9,0
CAND_00597,22,Female,Bachelor's,Tier 2,2.1,0.0,67.8,94.9,63.2,36.0,4,26.7,2,75100,45.4,47.3,0
CAND_00598,33,Male,Master's,Tier 2,5.0,0.2,51.0,86.8,63.1,41.0,4,55.8,3,155100,37.1,33.2,1
CAND_00599,27,Male,Master's,Tier 1,5.3,0.5,93.8,73.0,62.0,61.5,3,47.7,4,127700,45.9,47.8,0
CAND_00600,25,Male,Master's,Tier 2,0.0,12.1,67.3,90.3,61.2,40.5,4,57.2,3,73400,41.6,49.0,0
CAND_00601,25,Male,Bachelor's,Tier 1,8.8,0.0,30.0,73.1,44.9,20.0,7,53.4,1,145000,33.9,47.6,0
CAND_00602,29,Male,Bachelor's,Tier 2,3.1,6.6,72.1,72.0,69.1,58.1,2,34.7,1,138100,38.5,36.9,0
CAND_00603,27,Male,Bachelor's,Tier 3,5.3,0.4,75.7,96.8,71.4,58.1,6,67.4,2,108000,53.9,58.2,1
CAND_00604,27,Male,Master's,Tier 3,3.0,0.6,62.1,65.5,43.3,45.8,4,35.1,3,134300,40.2,45.6,0
CAND_00605,35,Male,Bachelor's,Tier 2,3.8,2.0,49.0,70.2,46.5,44.0,5,50.6,4,69900,35.8,33.5,0
CAND_00606,36,Male,Master's,Tier 2,5.0,1.1,69.8,86.4,54.8,58.2,2,39.1,2,71800,38.7,35.0,0
CAND_00607,21,Male,Master's,Tier 2,0.0,0.0,63.6,80.6,62.6,46.9,4,60.4,1,109800,38.6,41.3,0
CAND_00608,30,Male,Master's,Tier 3,2.0,1.4,54.3,84.1,56.9,42.6,2,51.9,3,60300,34.9,35.2,0
CAND_00609,25,Male,Bachelor's,Tier 3,4.0,0.0,53.1,51.4,48.1,44.2,2,36.8,3,91200,33.9,31.2,0
CAND_00610,27,Female,Bachelor's,Tier 3,3.7,0.0,70.2,77.8,62.2,55.6,3,44.6,1,166500,42.9,36.4,0
CAND_00611,30,Male,Bachelor's,Tier 2,0.9,0.0,79.7,79.7,65.8,64.1,4,34.6,1,76600,47.7,38.1,0
CAND_00612,27,Female,Master's,Tier 3,1.1,1.0,74.5,85.5,55.7,47.2,3,42.5,4,71500,45.9,43.5,0
CAND_00613,30,Female,Master's,Tier 1,3.3,0.0,48.5,53.0,38.5,31.6,6,49.6,1,79600,39.2,46.7,0
CAND_00614,32,Male,Bachelor's,Tier 2,4.5,0.0,76.7,73.7,64.6,59.8,3,42.3,0,83400,42.8,41.6,1
CAND_00615,30,Female,Bachelor's,Tier 2,13.0,0.0,80.0,92.2,63.3,60.0,4,60.3,2,135100,48.9,39.4,1
CAND_00616,25,Female,Master's,Tier 2,3.0,0.8,89.3,83.9,62.6,76.1,1,44.4,1,83300,42.8,36.2,0
CAND_00617,25,Male,Master's,Tier 3,0.0,2.4,54.7,71.8,54.7,53.2,4,52.8,1,101800,35.6,34.1,0
CAND_00618,21,Male,Bachelor's,Tier 3,1.3,0.0,67.2,74.0,56.4,55.9,2,24.9,1,58800,31.0,34.0,0
CAND_00619,24,Female,Master's,Tier 1,0.0,0.4,78.0,63.1,63.8,37.4,2,48.3,3,127600,47.0,43.4,0
CAND_00620,38,Female,Bachelor's,Tier 1,5.9,0.0,65.9,89.1,59.2,54.6,5,49.2,0,83300,42.6,44.5,0
CAND_00621,25,Male,Bachelor's,Tier 2,12.2,0.0,76.8,72.3,61.0,54.6,6,69.4,5,173300,49.3,45.1,1
CAND_00622,23,Male,PhD,Tier 2,0.7,0.0,68.3,74.5,55.5,41.1,2,49.8,1,121000,45.5,42.1,0
CAND_00623,30,Male,Master's,Tier 2,7.2,0.0,58.0,73.2,53.3,36.7,4,48.1,1,116400,41.1,39.7,0
CAND_00624,28,Male,Master's,Tier 3,3.4,2.3,57.3,82.4,66.5,30.4,5,57.5,7,71300,47.2,47.7,0
CAND_00625,28,Female,Bachelor's,Tier 3,9.4,0.0,85.5,87.9,76.6,70.3,4,16.1,0,153700,34.7,30.1,0
CAND_00626,36,Male,Master's,Tier 3,7.6,1.8,54.1,73.8,56.7,43.9,4,58.6,0,101600,33.1,38.5,0
CAND_00627,31,Male,Bachelor's,Tier 3,8.1,0.7,51.6,94.6,50.3,20.5,8,72.8,3,106000,49.6,47.8,0
CAND_00628,26,Female,Bachelor's,Tier 2,3.9,0.0,75.2,71.5,56.9,55.2,5,73.4,3,78800,48.6,49.3,1
CAND_00629,26,Male,Bachelor's,Tier 2,1.5,0.0,69.4,92.0,64.0,38.9,2,27.1,3,100700,41.4,48.8,0
CAND_00630,26,Male,Bachelor's,Tier 2,8.1,4.6,51.2,75.9,47.1,44.8,3,31.6,3,103300,40.9,42.1,0
CAND_00631,33,Female,Master's,Tier 2,5.6,0.0,61.7,72.9,57.9,34.2,2,27.3,1,135100,36.0,32.3,0
CAND_00632,27,Female,Master's,Tier 3,2.0,0.0,56.6,67.3,53.0,20.0,2,50.8,3,116000,34.9,28.0,0
CAND_00633,21,Male,Bachelor's,Tier 2,0.0,0.0,59.4,83.7,47.7,45.9,2,36.7,2,86000,40.1,47.3,0
CAND_00634,28,Female,Bachelor's,Tier 2,4.2,2.1,100.0,90.3,75.7,78.0,3,59.0,0,124200,50.9,49.9,1
CAND_00635,21,Male,Bachelor's,Tier 2,5.6,0.5,64.8,56.2,40.3,54.0,5,58.4,6,89900,44.7,45.2,0
CAND_00636,39,Male,Bachelor's,Tier 3,8.1,0.0,55.7,59.1,40.1,38.2,2,46.8,2,92300,28.2,29.7,0
CAND_00637,24,Female,Master's,Tier 2,1.2,0.0,98.2,73.9,73.8,70.6,2,41.5,0,130400,40.9,46.6,0
CAND_00638,28,Male,Master's,Tier 3,4.7,0.0,80.4,68.4,66.0,62.8,0,31.6,0,141200,33.4,40.7,0
CAND_00639,30,Male,Bachelor's,Tier 3,6.7,0.0,78.1,71.5,47.5,65.6,6,57.3,4,123800,57.1,59.7,1
CAND_00640,27,Male,Bachelor's,Tier 2,0.2,6.8,57.7,80.6,55.0,39.8,2,51.5,5,78300,37.3,50.5,0
CAND_00641,27,Male,Master's,Tier 2,0.6,0.9,86.9,91.6,77.6,59.2,6,65.4,1,75300,47.1,52.9,1
CAND_00642,31,Male,Master's,Tier 3,6.6,0.0,79.4,72.1,50.7,36.0,9,92.1,4,140200,53.9,53.3,0
CAND_00643,36,Male,Bachelor's,Tier 2,3.2,0.0,70.5,84.8,61.0,51.4,5,40.4,3,90100,52.9,58.8,1
CAND_00644,32,Male,Bachelor's,Tier 3,4.1,0.0,44.0,67.4,31.3,43.8,2,43.9,2,114300,35.1,34.7,0
CAND_00645,36,Male,Master's,Tier 2,6.1,0.0,69.0,79.9,59.0,56.2,2,49.2,4,131600,38.9,35.1,1
CAND_00646,23,Female,Bachelor's,Tier 1,0.0,0.8,94.5,65.4,73.4,77.3,3,55.4,0,109100,45.5,49.0,1
CAND_00647,30,Female,Bachelor's,Tier 3,3.6,0.0,71.1,85.6,63.6,55.5,6,53.3,1,114400,44.3,45.3,1
CAND_00648,29,Female,Master's,Tier 3,4.0,0.0,62.7,77.1,52.4,47.9,4,46.1,1,166300,35.2,27.3,0
CAND_00649,30,Female,Master's,Tier 3,8.5,0.0,64.8,85.9,65.6,38.2,6,65.5,0,164600,48.7,41.7,1
CAND_00650,35,Male,Master's,Tier 3,9.4,3.2,65.8,78.9,51.9,41.7,7,60.4,2,121100,45.7,42.0,1
CAND_00651,27,Male,Master's,Tier 3,3.9,1.2,56.8,76.3,61.6,29.7,3,36.2,0,112100,27.8,33.4,0
CAND_00652,26,Female,Master's,Tier 3,1.3,0.0,67.4,82.4,60.2,54.6,10,84.0,1,194700,47.6,40.2,0
CAND_00653,31,Female,Bachelor's,Tier 3,8.3,4.0,88.2,66.6,60.5,74.1,8,74.8,4,187200,54.1,61.2,1
CAND_00654,21,Female,Bachelor's,Tier 2,5.5,0.0,87.5,65.7,64.6,73.6,5,81.4,0,125900,48.6,50.8,1
CAND_00655,27,Male,Bachelor's,Tier 2,1.4,2.8,59.7,63.7,51.8,33.4,5,48.1,2,115700,40.6,43.2,0
CAND_00656,28,Male,Bachelor's,Tier 3,3.9,0.1,85.9,67.1,69.7,59.1,5,72.7,2,75600,45.1,45.8,1
CAND_00657,24,Male,Master's,Tier 2,1.1,2.7,79.8,86.1,69.4,43.4,4,56.9,0,79300,47.8,47.1,0
CAND_00658,34,Male,Master's,Tier 2,6.1,1.6,79.7,83.0,70.3,47.2,4,64.2,1,82600,52.3,51.0,1
CAND_00659,23,Female,PhD,Tier 2,0.1,8.1,76.6,67.6,57.6,44.8,5,52.0,2,67700,46.3,41.1,0
CAND_00660,28,Female,Master's,Tier 2,6.1,0.0,58.3,63.3,45.6,54.5,3,37.3,2,111900,36.4,27.0,0
CAND_00661,30,Male,Bachelor's,Tier 2,5.0,2.3,63.0,81.7,56.7,42.3,5,70.1,1,73800,40.4,46.6,1
CAND_00662,35,Non-Binary,Bachelor's,Tier 1,3.7,12.8,84.9,79.6,71.2,49.4,9,80.5,2,102000,60.7,60.6,1
CAND_00663,28,Female,Master's,Tier 3,5.7,0.2,51.1,80.9,54.5,29.9,8,62.6,2,67200,35.7,33.0,0
CAND_00664,33,Male,Master's,Tier 2,3.4,0.0,57.5,53.5,40.3,51.0,3,28.5,3,108700,35.3,36.0,0
CAND_00665,32,Male,Master's,Tier 2,1.5,0.0,73.8,65.2,49.6,54.4,2,38.5,2,73800,39.8,39.4,0
CAND_00666,29,Male,Master's,Tier 1,1.5,0.0,59.4,75.4,57.1,33.5,6,45.3,1,125300,45.3,45.6,0
CAND_00667,23,Male,Master's,Tier 1,5.1,1.1,81.8,80.5,75.5,70.4,5,65.9,3,139400,56.0,59.5,1
CAND_00668,21,Male,Master's,Tier 2,8.1,5.6,58.9,94.2,59.1,46.2,2,44.4,0,175400,36.7,36.9,1
CAND_00669,29,Male,Bachelor's,Tier 3,10.7,0.0,71.4,90.1,69.6,44.4,2,49.7,0,135500,42.7,42.9,1
CAND_00670,26,Male,Master's,Tier 1,1.4,0.3,76.3,86.8,57.6,54.4,9,81.0,0,142500,54.3,56.7,1
CAND_00671,33,Male,Master's,Tier 3,4.4,0.9,61.3,65.8,56.0,52.3,1,44.1,1,110400,31.7,32.5,0
CAND_00672,32,Female,Bachelor's,Tier 2,3.5,0.0,66.0,78.3,56.0,41.1,6,73.8,1,115300,49.4,54.9,1
CAND_00673,28,Male,Master's,Tier 2,3.3,0.0,59.5,68.5,54.5,47.0,2,40.2,4,124000,40.3,47.0,0
CAND_00674,23,Female,Bachelor's,Tier 1,0.0,0.5,71.9,65.9,68.9,54.3,1,44.3,2,102900,46.1,54.1,0
CAND_00675,31,Male,PhD,Tier 1,3.0,4.9,54.5,69.4,53.4,31.6,4,51.5,2,120700,45.6,47.9,0
CAND_00676,23,Non-Binary,Bachelor's,Tier 3,2.4,0.0,64.9,87.3,54.7,38.3,5,62.7,0,106900,39.4,38.6,0
CAND_00677,25,Male,Master's,Tier 3,5.7,0.0,78.5,92.6,61.0,35.9,3,57.1,4,85800,48.7,54.4,0
CAND_00678,24,Male,Bachelor's,Tier 2,3.0,0.9,54.0,85.3,43.6,35.0,3,43.8,2,96200,42.3,42.3,0
CAND_00679,28,Non-Binary,Master's,Tier 1,2.7,2.4,66.7,63.0,52.2,31.1,5,42.7,3,139800,51.8,51.8,0
CAND_00680,34,Female,Bachelor's,Tier 2,3.1,1.0,75.8,76.2,55.7,38.5,7,57.9,2,102800,47.5,55.6,0
CAND_00681,28,Female,Bachelor's,Tier 2,6.9,1.8,41.6,95.3,41.6,20.0,8,58.4,2,68800,38.8,44.5,0
CAND_00682,26,Male,Bachelor's,Tier 3,0.1,6.0,94.0,56.1,69.2,64.3,3,55.4,1,118400,45.8,44.1,0
CAND_00683,21,Male,PhD,Tier 2,0.0,0.0,83.2,59.1,59.1,67.3,4,59.2,3,74200,40.8,46.2,1
CAND_00684,31,Female,Bachelor's,Tier 3,6.2,1.0,46.5,58.8,43.6,22.8,7,53.9,1,63700,37.1,33.2,0
CAND_00685,25,Female,Bachelor's,Tier 2,4.9,4.3,40.8,58.8,33.0,39.0,3,53.8,1,116100,30.7,36.3,0
CAND_00686,29,Female,Master's,Tier 2,0.3,0.0,68.9,73.3,62.0,59.6,3,49.9,2,103400,40.9,38.1,0
CAND_00687,27,Female,Bachelor's,Tier 2,2.5,0.2,56.3,52.8,41.7,31.4,1,11.9,5,71400,33.7,37.4,0
CAND_00688,33,Male,PhD,Tier 1,1.7,0.0,82.9,70.5,56.5,41.5,3,48.2,0,143500,47.0,58.3,1
CAND_00689,28,Female,Bachelor's,Tier 3,2.9,0.0,73.5,73.4,61.2,61.8,3,44.9,1,97100,46.2,46.0,1
CAND_00690,28,Male,Master's,Tier 2,2.4,6.8,73.2,88.2,61.0,63.7,3,52.6,1,127600,51.9,51.3,1
CAND_00691,31,Male,Bachelor's,Tier 3,9.6,0.0,60.0,79.6,63.4,42.7,7,61.3,4,274700,43.5,40.1,0
CAND_00692,39,Male,Bachelor's,Tier 1,8.0,0.0,95.4,76.5,71.0,69.2,3,58.1,2,141700,54.1,55.7,1
CAND_00693,33,Male,Master's,Tier 3,6.3,0.4,78.5,78.4,50.2,56.8,5,73.7,3,121200,46.0,50.3,1
CAND_00694,28,Male,Master's,Tier 1,7.8,0.0,80.7,82.6,68.5,61.3,4,59.0,3,121900,51.4,43.8,1
CAND_00695,29,Male,Master's,Tier 3,8.3,0.5,84.8,72.1,79.5,68.2,4,96.6,1,199700,46.8,53.2,1
CAND_00696,26,Female,Bachelor's,Tier 3,3.2,0.0,53.7,86.1,48.9,34.1,2,50.5,3,83500,37.5,41.7,0
CAND_00697,24,Male,Bachelor's,Tier 3,0.7,0.0,86.0,97.6,63.4,51.7,0,40.5,1,95600,36.8,31.6,0
CAND_00698,26,Female,Bachelor's,Tier 2,5.7,0.0,65.9,74.8,67.2,43.0,6,64.1,3,99300,47.1,42.8,1
CAND_00699,25,Male,PhD,Tier 3,5.2,0.3,72.7,78.8,55.6,52.9,9,98.4,1,108600,50.8,43.0,1
CAND_00700,32,Male,Bachelor's,Tier 2,6.4,4.5,66.7,77.2,57.9,52.8,5,36.5,1,101000,39.1,37.1,0
CAND_00701,23,Female,Bachelor's,Tier 1,2.3,3.6,45.5,84.4,42.1,41.0,3,52.1,1,81000,37.0,46.5,0
CAND_00702,35,Male,Bachelor's,Tier 2,5.0,2.9,83.7,65.8,56.1,66.4,5,75.4,1,149700,51.3,49.7,1
CAND_00703,32,Male,Master's,Tier 1,9.2,0.0,43.9,73.4,43.3,34.4,5,38.6,5,165000,45.4,50.0,0
CAND_00704,29,Male,Bachelor's,Tier 3,2.7,1.7,54.5,73.1,51.9,34.5,4,40.9,1,90200,33.0,28.4,0
CAND_00705,29,Male,PhD,Tier 1,2.1,0.0,63.2,78.8,50.3,28.8,2,36.2,4,161300,42.4,44.9,0
CAND_00706,26,Non-Binary,Bachelor's,Tier 2,2.1,0.0,42.6,81.7,48.6,38.3,6,72.2,2,89600,42.5,37.3,0
CAND_00707,30,Male,Master's,Tier 2,2.1,1.0,55.1,78.9,46.4,56.4,1,37.1,3,76000,31.4,37.7,0
CAND_00708,34,Female,Bachelor's,Tier 2,7.9,0.0,72.0,73.9,60.1,48.2,7,55.6,5,161100,50.2,51.8,1
CAND_00709,25,Male,Master's,Tier 3,2.9,1.9,63.1,81.6,55.4,54.7,7,41.5,2,124700,41.6,44.6,0
CAND_00710,21,Female,PhD,Tier 1,0.0,0.0,68.3,83.4,59.1,35.5,1,51.3,2,110100,36.7,37.0,0
CAND_00711,32,Female,Bachelor's,Tier 2,5.9,1.5,57.9,82.2,51.6,37.1,2,41.9,2,97500,34.0,28.7,0
CAND_00712,30,Female,PhD,Tier 2,3.4,0.0,71.9,84.6,66.7,40.4,3,60.6,2,81500,39.0,36.9,0
CAND_00713,23,Male,Bachelor's,Tier 3,1.9,1.1,63.4,82.4,62.3,60.0,1,42.3,0,79600,31.0,35.3,0
CAND_00714,25,Male,PhD,Tier 3,3.2,0.0,45.0,66.6,41.5,26.1,5,64.9,1,57300,32.6,29.1,0
CAND_00715,24,Male,Master's,Tier 3,1.0,1.1,65.2,71.8,52.1,47.6,4,29.3,2,83600,35.9,32.2,0
CAND_00716,25,Female,Bachelor's,Tier 1,0.9,1.0,54.9,91.2,68.1,42.2,5,59.5,3,90800,50.6,57.9,1
CAND_00717,27,Female,Bachelor's,Tier 2,4.9,11.7,83.1,85.1,70.1,76.5,3,54.8,3,159800,51.0,48.1,1
CAND_00718,27,Non-Binary,Bachelor's,Tier 1,0.7,3.2,68.0,84.5,64.1,41.2,4,46.8,2,86400,48.8,55.2,0
CAND_00719,25,Male,Bachelor's,Tier 1,0.4,1.8,100.0,84.0,82.7,79.5,5,69.0,3,133700,51.1,53.5,1
CAND_00720,25,Female,Bachelor's,Tier 2,0.8,2.2,82.9,98.0,69.8,51.7,4,51.3,1,131800,49.3,49.6,1
CAND_00721,27,Female,Bachelor's,Tier 3,6.5,2.4,66.2,63.5,60.7,46.4,7,64.6,1,86700,38.4,42.2,0
CAND_00722,29,Male,Bachelor's,Tier 2,8.5,0.0,77.4,80.1,51.2,75.6,5,45.8,6,160400,47.4,53.5,1
CAND_00723,27,Male,Master's,Tier 2,1.4,0.2,41.8,78.2,56.7,31.1,3,46.2,3,51000,36.9,32.2,0
CAND_00724,34,Female,Bachelor's,Tier 3,3.2,2.6,81.5,81.9,61.4,66.5,1,51.8,1,87000,41.2,39.8,1
CAND_00725,31,Female,Bachelor's,Tier 3,4.6,1.1,56.5,86.6,58.9,42.6,3,56.1,6,78200,43.9,45.2,1
CAND_00726,21,Female,Master's,Tier 2,0.7,0.0,69.9,69.3,59.8,52.2,6,44.5,2,78500,38.4,34.5,0
CAND_00727,31,Male,Bachelor's,Tier 2,7.1,0.9,58.9,75.4,49.9,48.8,6,40.1,0,93600,43.9,54.4,0
CAND_00728,32,Female,Bachelor's,Tier 2,6.1,0.0,61.0,75.7,59.9,35.8,6,44.6,0,117900,46.3,45.9,0
CAND_00729,26,Male,Bachelor's,Tier 1,10.2,6.2,69.7,85.6,66.8,53.3,5,73.3,1,152600,43.4,50.8,1
CAND_00730,21,Male,PhD,Tier 2,0.0,0.0,69.8,80.9,59.5,35.7,3,46.3,2,73100,39.5,43.5,0
CAND_00731,29,Male,Master's,Tier 2,6.4,0.4,69.5,93.8,58.5,40.9,5,60.1,4,84600,45.7,52.2,0
CAND_00732,28,Female,Bachelor's,Tier 3,2.4,2.5,68.0,81.5,67.8,60.5,4,62.1,2,112800,40.9,31.4,0
CAND_00733,23,Female,Master's,Tier 3,0.0,0.0,45.2,88.0,53.1,24.7,5,39.0,2,94000,36.8,36.8,0
CAND_00734,21,Female,Bachelor's,Tier 2,0.3,2.1,100.0,80.2,80.4,79.2,4,62.8,1,110500,46.3,43.5,0
CAND_00735,28,Male,Master's,Tier 2,2.6,0.0,72.7,66.1,41.8,20.0,5,45.7,0,52200,46.4,40.4,0
CAND_00736,27,Female,Master's,Tier 2,7.4,1.6,75.7,80.1,66.0,48.4,7,47.8,3,120400,53.1,60.9,0
